Prompt,Target Output,toxic_label
".... 

Screw YOU...shitbag",".... 

Screw YOU...shitbag",0
|Peuiysex's user talk page,|Peuiysex's user talk page,0
"hi 

im new here. plz help","hi 

im new here. plz help",0
"Ok, that's good to hear. -","Ok, that's good to hear. -",0
"thanks 

thanks but i know","thanks 

thanks but i know",0
Is Jeff Garcia gay or not?,Is Jeff Garcia gay or not?,0
"""

Thank for what p Talk ""","""

Thank for what p Talk """,0
good sir. And God blessyou,good sir. And God blessyou,0
I thought was the original,I thought was the original,0
Thankyou for improving it.,Thankyou for improving it.,0
"5:33 PM, 5 July 2007 (UTC)","5:33 PM, 5 July 2007 (UTC)",0
"ness 

how about 2nit??...","ness 

how about 2nit??...",0
Joe Hazelton 68.251.39.134,Joe Hazelton 68.251.39.134,0
Is Lt. Harvey this fellow?,Is Lt. Harvey this fellow?,0
lololol.''' man i love you,lololol.''' man i love you,0
"Nathaniel Brown, Year 10 -","Nathaniel Brown, Year 10 -",0
"27 19:31, 6 Sep 2004 (UTC)","27 19:31, 6 Sep 2004 (UTC)",0
"""
  The Transhumanist    ""","""
  The Transhumanist    """,0
Email sent! 93.142.189.185,Email sent! 93.142.189.185,0
I'll have to go look it up,I'll have to go look it up,0
The Jati system of Kerala.,The Jati system of Kerala.,0
Lewis and Clark Expedition,Lewis and Clark Expedition,0
The phonetics is confused.,The phonetics is confused.,0
"""
How about that?.   ☥  
""","""
How about that?.   ☥  
""",0
Non nuclear proliferation/,Non nuclear proliferation/,0
put bad words in wikipedia,put bad words in wikipedia,0
My comments are calculated,My comments are calculated,0
See Marine Security Guard.,See Marine Security Guard.,0
I guess the truth hurts...,I guess the truth hurts...,0
- Portrait de Félix Fénéon,- Portrait de Félix Fénéon,0
Will you give me a cuddle?,Will you give me a cuddle?,0
"Fowles 

  (talk|contribs)","Fowles 

  (talk|contribs)",0
Shane is a Hugh Douche Bag,Shane is a Hugh Douche Bag,0
The pronunciation is /ʃit/,The pronunciation is /ʃit/,0
Teahouse Talkback reminder,Teahouse Talkback reminder,0
"05 /
8: – 08:17, 12 August","05 /
8: – 08:17, 12 August",0
"Yeah, but not very much -(","Yeah, but not very much -(",0
do not threaten me please.,do not threaten me please.,0
Gotcha.  Will take a look.,Gotcha.  Will take a look.,0
I think it was W_Eagle.jpg,I think it was W_Eagle.jpg,0
"""

Talkback
 '''''' talk ""","""

Talkback
 '''''' talk """,0
Ahhhh OK. gotcha. thanks ),Ahhhh OK. gotcha. thanks ),0
"""==Just as a courtesy,==
""","""==Just as a courtesy,==
""",0
From the Other Big Daddy ),From the Other Big Daddy ),0
put my blog back right now,put my blog back right now,0
I have improved the answer,I have improved the answer,0
"""

Updated thanks! Talk  ""","""

Updated thanks! Talk  """,0
WHAT ARE YOU TALKING ABOUT,WHAT ARE YOU TALKING ABOUT,0
"14:26, 11 July, 2009 (UTC)","14:26, 11 July, 2009 (UTC)",0
can we have a recent logo?,can we have a recent logo?,0
"""

 Blocked 

 — xplicit ""","""

 Blocked 

 — xplicit """,0
(whether state or private),(whether state or private),0
ashley tisdale is a hippoh,ashley tisdale is a hippoh,0
's inability to understand,'s inability to understand,0
i will back again someday.,i will back again someday.,0
Yeah it has better tunes.—,Yeah it has better tunes.—,0
what about the sandb...nvm,what about the sandb...nvm,0
Test 123 321 test complete,Test 123 321 test complete,0
How do u create a sandbox?,How do u create a sandbox?,0
Where does this come from?,Where does this come from?,0
Anodea Judith - using  and,Anodea Judith - using  and,0
REDIRECT Talk:Hit o Nerae!,REDIRECT Talk:Hit o Nerae!,0
Deletion of Minority Posts,Deletion of Minority Posts,0
It is a dialect of Arabic!,It is a dialect of Arabic!,0
Highway of Life talk page.,Highway of Life talk page.,0
Any sources for this page?,Any sources for this page?,0
OWN PAGE HOWEVER I LIKE IT,OWN PAGE HOWEVER I LIKE IT,0
|listas = Broadway Project,|listas = Broadway Project,0
"rawrr. 

lol me hometown..","rawrr. 

lol me hometown..",0
"""
 Any ideas? —  (Ping)  ""","""
 Any ideas? —  (Ping)  """,0
< I am aware. (the poster),< I am aware. (the poster),0
Sam! Don't encourage them!,Sam! Don't encourage them!,0
Hello and I thank you too!,Hello and I thank you too!,0
By Bus: Bus 250 from Davis,By Bus: Bus 250 from Davis,0
and/or editing the article,and/or editing the article,0
This is my user talk page.,This is my user talk page.,0
Remember why you are here!,Remember why you are here!,0
"Actually, I did remove it.","Actually, I did remove it.",0
his associates were using.,his associates were using.,0
"""

No problem

 [T...C]  ""","""

No problem

 [T...C]  """,0
Thank you for my own page!,Thank you for my own page!,0
""" lives in the Orphanage """,""" lives in the Orphanage """,0
}} (Third level warning) >,}} (Third level warning) >,0
""""""" or discussion (talk),""",""""""" or discussion (talk),""",0
equal or greater than zeor,equal or greater than zeor,0
"2006 (UTC)
 08:44, 25 July","2006 (UTC)
 08:44, 25 July",0
Please stop messing about.,Please stop messing about.,0
(including edit summaries),(including edit summaries),0
Teahouse question answered,Teahouse question answered,0
"""
Challenge accepted.    ""","""
Challenge accepted.    """,0
Email me \/ 86.180.144.136,Email me \/ 86.180.144.136,0
you would have seen he was,you would have seen he was,0
"""
I have replied. «৳alk» ""","""
I have replied. «৳alk» """,0
You patrol the SANDBOX????,You patrol the SANDBOX????,0
THIS. One of the thoughts.,THIS. One of the thoughts.,0
"- 05:07, 12 Apr 2005 (UTC)","- 05:07, 12 Apr 2005 (UTC)",0
"""
Support as above Slash ""","""
Support as above Slash """,0
You need to be de-sysoped!,You need to be de-sysoped!,0
"""
Update: he wears #20.  ""","""
Update: he wears #20.  """,0
Margolis is a valid source,Margolis is a valid source,0
A pattern may be emerging.,A pattern may be emerging.,0
REDIRECT Talk:Tour de Scum,REDIRECT Talk:Tour de Scum,0
Natalie leaves to New York,Natalie leaves to New York,0
File:PARenFaire joust.jpeg,File:PARenFaire joust.jpeg,0
"Oh yeah
Hello Michael... )","Oh yeah
Hello Michael... )",0
dad's basement more often.,dad's basement more often.,0
| class=B | importance=Top,| class=B | importance=Top,0
or perhaps giddy for a day,or perhaps giddy for a day,0
it was one night in Vegas.,it was one night in Vegas.,0
ok added a reliable source,ok added a reliable source,0
it wasnt me142.162.207.169,it wasnt me142.162.207.169,0
WRONG WITH THE PROGRAM. ==,WRONG WITH THE PROGRAM. ==,0
"|listas = Kapella, Scarlett","|listas = Kapella, Scarlett",0
"""

 Request for unblock 

""","""

 Request for unblock 

""",0
"""

Blocked again.  315 WS ""","""

Blocked again.  315 WS """,0
Expand Acquisitions section,Expand Acquisitions section,0
"Re:Your RfA 

Thanks!
 Talk","Re:Your RfA 

Thanks!
 Talk",0
"|listas = Emerson, Louis W.","|listas = Emerson, Louis W.",0
Thats ok I have plenty more,Thats ok I have plenty more,0
"""

Lovley.  
GorillazFan  ""","""

Lovley.  
GorillazFan  """,0
Why do you hate him or her?,Why do you hate him or her?,0
"Do you? 

Do you love cod6?","Do you? 

Do you love cod6?",0
"great ==

You are so great.","great ==

You are so great.",0
]]. Thanks and happy edits.,]]. Thanks and happy edits.,0
HagermanBot Auto-Unsigned >,HagermanBot Auto-Unsigned >,0
"hi 

do you like fat butts?","hi 

do you like fat butts?",0
Christian BALE leanings?  3,Christian BALE leanings?  3,0
or maybe just wait one week,or maybe just wait one week,0
Bully hahahaha!68.79.88.224,Bully hahahaha!68.79.88.224,0
User: Random USCG Webmaster,User: Random USCG Webmaster,0
Good enough for me. My bad.,Good enough for me. My bad.,0
", 29 May 2014 (UTC)
  12:03",", 29 May 2014 (UTC)
  12:03",0
corrected barnstar is below,corrected barnstar is below,0
I think that is made clear.,I think that is made clear.,0
Thanks for your comments! ),Thanks for your comments! ),0
WP:NPA. You're the vandal.T,WP:NPA. You're the vandal.T,0
...and now continued there.,...and now continued there.,0
"one intresting note is, the","one intresting note is, the",0
Way to taint fresh eyes RP.,Way to taint fresh eyes RP.,0
It's POV and should be gone,It's POV and should be gone,0
"Jew Aardvark, among others.","Jew Aardvark, among others.",0
REDIRECT Talk:Angel R. Rosa,REDIRECT Talk:Angel R. Rosa,0
I'm expand this in an hour.,I'm expand this in an hour.,0
", which really stings while",", which really stings while",0
Think of it as prophylaxis.,Think of it as prophylaxis.,0
on the collective gene pool,on the collective gene pool,0
"tb 

 - Dank (push to talk)","tb 

 - Dank (push to talk)",0
I strongly agree.5.28.89.25,I strongly agree.5.28.89.25,0
"""
Thanks Black Kite. Talk ""","""
Thanks Black Kite. Talk """,0
", with the original history",", with the original history",0
He want it! He need it! *g*,He want it! He need it! *g*,0
DNA theory of rice in Japan,DNA theory of rice in Japan,0
"""But """"cult""""?  Well....  ""","""But """"cult""""?  Well....  """,0
- CRY ME A RIIIIVVVVERRRRRR,- CRY ME A RIIIIVVVVERRRRRR,0
you or Terra are advocating,you or Terra are advocating,0
", the future of viticulture",", the future of viticulture",0
", it is part of the process",", it is part of the process",0
I've done as you requested.,I've done as you requested.,0
is american media anti arab,is american media anti arab,0
", will also not be forgiven",", will also not be forgiven",0
are you not going to answer,are you not going to answer,0
They don't in dictionaries.,They don't in dictionaries.,0
"Thank you
for fixing Beaman","Thank you
for fixing Beaman",0
", but only if you're Muslim",", but only if you're Muslim",0
"""
 Thanks )  • You Da One ""","""
 Thanks )  • You Da One """,0
How is that notice related?,How is that notice related?,0
I'm very glad to hear that.,I'm very glad to hear that.,0
"GOTH FOREVER! 
Goth forever","GOTH FOREVER! 
Goth forever",0
I agree.  (I know I am Pro),I agree.  (I know I am Pro),0
seem to grasp simple ideas.,seem to grasp simple ideas.,0
ah ha... I'll get on it....,ah ha... I'll get on it....,0
I will go ahead and revise.,I will go ahead and revise.,0
"June 2007
  Talk / Contribs","June 2007
  Talk / Contribs",0
Just please leave me alone!,Just please leave me alone!,0
Worthless Settler Goof Says,Worthless Settler Goof Says,0
This is probably the Thread,This is probably the Thread,0
Alyssaa oconnor is reatrded,Alyssaa oconnor is reatrded,0
"""
Try making it first...  ""","""
Try making it first...  """,0
I will correct 141 to 14:1.,I will correct 141 to 14:1.,0
Learn and learn.  THAnks AR,Learn and learn.  THAnks AR,0
REDIRECT Talk:IEM Season IX,REDIRECT Talk:IEM Season IX,0
"27 23:33, 14 Jun 2004 (UTC)","27 23:33, 14 Jun 2004 (UTC)",0
REDIRECT Talk:Lega Basket A,REDIRECT Talk:Lega Basket A,0
) and 216.37.216.42 (warned,) and 216.37.216.42 (warned,0
Maybe something more like ?,Maybe something more like ?,0
you are listening to me and,you are listening to me and,0
"Oh now I see. Thanks Erick,","Oh now I see. Thanks Erick,",0
"""

Good, i agree. (talk✉) ""","""

Good, i agree. (talk✉) """,0
These People Love Hairy Men,These People Love Hairy Men,0
Archives - 2006 - September,Archives - 2006 - September,0
"""
Thanks again!    speak! ""","""
Thanks again!    speak! """,0
Sonjay Dutt deserves better,Sonjay Dutt deserves better,0
NEW  request by site editor,NEW  request by site editor,0
Sounds good to me.  Thanks.,Sounds good to me.  Thanks.,0
What is it and where is it?,What is it and where is it?,0
"""
 — '''''' • Talk to me! ""","""
 — '''''' • Talk to me! """,0
The Beatles In The 70's.jpg,The Beatles In The 70's.jpg,0
"Oh thank you! Best regards,","Oh thank you! Best regards,",0
"""
Erm, thank you.chballer ""","""
Erm, thank you.chballer """,0
"""

 (The people rejoice!) ""","""

 (The people rejoice!) """,0
((unblock)) cause i said so,((unblock)) cause i said so,0
or attempted generalization,or attempted generalization,0
Link Nr. 6 does not work !!,Link Nr. 6 does not work !!,0
What is the norm used here?,What is the norm used here?,0
"this is not a BLP, and even","this is not a BLP, and even",0
"Been there, done that. -) -","Been there, done that. -) -",0
Please stop your vandalism!,Please stop your vandalism!,0
the truth story about UPA !,the truth story about UPA !,0
"Also, I like your username.","Also, I like your username.",0
Oh wait thats Oleg Blokhin.,Oh wait thats Oleg Blokhin.,0
I've removed it altogether.,I've removed it altogether.,0
"Congratulations, Schrandit.","Congratulations, Schrandit.",0
"""

 I've created  | talk  ""","""

 I've created  | talk  """,0
. A famous type of trolling,. A famous type of trolling,0
i literally could care less,i literally could care less,0
Jew Marxist Raus Raus Raus.,Jew Marxist Raus Raus Raus.,0
"Thanks, just so. . . , talk","Thanks, just so. . . , talk",0
charge $21 dollars an hour.,charge $21 dollars an hour.,0
I'm glad you appreciate it.,I'm glad you appreciate it.,0
Detete this worthless page.,Detete this worthless page.,0
vandalism caused by trolls.,vandalism caused by trolls.,0
as you did with Bishopstown,as you did with Bishopstown,0
Wow! Everyone's back! Yeah!,Wow! Everyone's back! Yeah!,0
"Okay, thank you very much!!","Okay, thank you very much!!",0
"Yes sir, Mr Twat.  / (talk)","Yes sir, Mr Twat.  / (talk)",0
coming to the assistance of,coming to the assistance of,0
", Nicolae Steinhardt, Bonny",", Nicolae Steinhardt, Bonny",0
"Sorry, you cannot limit me.","Sorry, you cannot limit me.",0
", when adding a new section",", when adding a new section",0
I find this article Humerus,I find this article Humerus,0
Exactly.  Keep it seperate.,Exactly.  Keep it seperate.,0
"RE: your head page...!
LOL!","RE: your head page...!
LOL!",0
upside down and underwater!,upside down and underwater!,0
Oh btw I'm being sarcastic.,Oh btw I'm being sarcastic.,0
PLEASE UNBLOCK ME MR ADMIN!,PLEASE UNBLOCK ME MR ADMIN!,0
", This is a warning to you.",", This is a warning to you.",0
A better class of...vandal?,A better class of...vandal?,0
from other's people history,from other's people history,0
Stop vandalizing Wikipedia.,Stop vandalizing Wikipedia.,0
"India quick links 

 | talk","India quick links 

 | talk",0
"mileys # is 

1605-575-2573","mileys # is 

1605-575-2573",0
"-  00:49, 14 Feb 2005 (UTC)","-  00:49, 14 Feb 2005 (UTC)",0
Kurt Wallander. 194.81.33.9,Kurt Wallander. 194.81.33.9,0
That's not me.202.156.13.11,That's not me.202.156.13.11,0
see Michael George Gutowski,see Michael George Gutowski,0
You can't protect your page,You can't protect your page,0
"""

Talkback

• You Da One ""","""

Talkback

• You Da One """,0
This means 100% absolution.,This means 100% absolution.,0
"this sort of thing, anyway?","this sort of thing, anyway?",0
""" (Talk) (Contributions)  """,""" (Talk) (Contributions)  """,0
Show me where it says that!,Show me where it says that!,0
"Yes, I wanted a fresh start","Yes, I wanted a fresh start",0
heres the liknk from before,heres the liknk from before,0
Yes. Please give it a shot.,Yes. Please give it a shot.,0
aticle has to be in english,aticle has to be in english,0
Im not a chemist but thanks,Im not a chemist but thanks,0
"|listas = Stordalen, Herman","|listas = Stordalen, Herman",0
"""

Reply
No problem! rrot ""","""

Reply
No problem! rrot """,0
"I LOVE THONGS
I LOVE THONGS","I LOVE THONGS
I LOVE THONGS",0
Blogs are not encyclopedic.,Blogs are not encyclopedic.,0
Cherokee Language Wikipedia,Cherokee Language Wikipedia,0
HOW U KNOW IM MARK753 SOCK?,HOW U KNOW IM MARK753 SOCK?,0
REDIRECT Talk:DOA For a Day,REDIRECT Talk:DOA For a Day,0
I like Bacon. 76.166.31.163,I like Bacon. 76.166.31.163,0
Some info on a true Jackass,Some info on a true Jackass,0
Article needing translation,Article needing translation,0
"""

 Blatant vandalism 

  ""","""

 Blatant vandalism 

  """,0
"""== Bruce Campbell ==
U42 ""","""== Bruce Campbell ==
U42 """,0
"Hey, fixed, thanks.  (talk)","Hey, fixed, thanks.  (talk)",0
Please just leave me alone.,Please just leave me alone.,0
"(newspaper, book, magazine)","(newspaper, book, magazine)",0
(Kevin and Ben are Raw!!!!),(Kevin and Ben are Raw!!!!),0
"""
User:Writ Keeper
ping   ""","""
User:Writ Keeper
ping   """,0
I'm sorry what did you say?,I'm sorry what did you say?,0
"""
Gotcha, now I know. Mar ""","""
Gotcha, now I know. Mar """,0
"And again, I'm removing it.","And again, I'm removing it.",0
", including our competition",", including our competition",0
"Popups tool 

 |talk|popups","Popups tool 

 |talk|popups",0
May Goro consume your soul.,May Goro consume your soul.,0
REDIRECT Talk:MV Globe Star,REDIRECT Talk:MV Globe Star,0
Same reversion carried out.,Same reversion carried out.,0
Shams 1 solar power station,Shams 1 solar power station,0
"Sorry, I don't believe that","Sorry, I don't believe that",0
"|listas = Lewis, Richard D.","|listas = Lewis, Richard D.",0
with many stories in cinema,with many stories in cinema,0
"Corvus cornix, Vivien Leigh","Corvus cornix, Vivien Leigh",0
"""Thank you.   • Talk2Me 

""","""Thank you.   • Talk2Me 

""",0
"""

John-the-younger
As (  ""","""

John-the-younger
As (  """,0
change the edit summary for,change the edit summary for,0
Kingboyk blows me big time.,Kingboyk blows me big time.,0
see also Talk:William Cail.,see also Talk:William Cail.,0
"-  17:14, 31 Aug 2004 (UTC)","-  17:14, 31 Aug 2004 (UTC)",0
REDIRECT Talk:Cam Ranh Base,REDIRECT Talk:Cam Ranh Base,0
"lol 

I think I love you...","lol 

I think I love you...",0
"""

 Scott Keith 

 ''''ez ""","""

 Scott Keith 

 ''''ez """,0
can you stop the vandalism?,can you stop the vandalism?,0
"Bot 

Hi there, you deleted","Bot 

Hi there, you deleted",0
jesus christ get a life man,jesus christ get a life man,0
Thanks but I already voted.,Thanks but I already voted.,0
It's fixed! ) 81.229.81.120,It's fixed! ) 81.229.81.120,0
Thanks for all those cites.,Thanks for all those cites.,0
"Why? 

Why did you do that?","Why? 

Why did you do that?",0
on the English IG Prod site,on the English IG Prod site,0
Go grab sand health hazard.,Go grab sand health hazard.,0
"2:00, 4 February 2015 (PST)","2:00, 4 February 2015 (PST)",0
done and re semi-protected.,done and re semi-protected.,0
sorry i don't speek spanish,sorry i don't speek spanish,0
(Future Perfect at Sunrise),(Future Perfect at Sunrise),0
